DOI,Aesthetic Metrics,Aesthetic Resolution,Aesthetic Tag,Aesthetic cleanup,Application Domain,Authors,Bibtex Key,Checked By,Cleaned-Up Venue,Collect,Constraints,Doubt,Drawing Dimensionality,Duplicate,Evaluation Methodology,Filled in by,Graph Feature Clean-up,Graph Features,Highlight,How Was the Optimization Achieved?,Keep,Last edited by,Last edited time,Number of Graphs,Optimization Approach,Optimization Approach cleaned,Optimization Level,Paper Type,Place,Place 1,Read By,Source,Title,Type Tag,URL,Venue,Visualization Type,Visualization Type cleanup,Year,|E| Range,|V| Range
10.1007/978-1-4614-7485-2_25,"Mental Map Preservation, Visual Clutter",Drawing,,,"Organizational Networks, Social Networks",Michael SmucPaolo FedericoFlorian WindhagerWolfgang AignerLukas ZenkSilvia Miksch,smuc_how_2014,Henry,Handbook of Human Centric Visualization,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,"2.5D, 2D",No,"User Study (Qualitative), User Study (Quantitative)",Natkamon,Dynamic,Dynamic (Discrete),No,Interaction,Yes,Henry Ehlers,"October 14, 2025 11:10 AM",1,Heuristic (other),,"Data, Interaction, Layout",Evaluation,,,Henry,SpringerLink,How Do You Connect Moving Dots? Insights from User Studies on Dynamic Network Visualizations,,https://link.springer.com/chapter/10.1007/978-1-4614-7485-2_25,Handbook of Human Centric Visualization,Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-642-54423-1_15,"Node Resolution, Planarity",Drawing,Angular Resolution,,Agnostic,Luca Castelli AleardiÉric FusyAnatolii Kostrygin,castelli_aleardi_periodic_2014,Henry,LATIN : Theoretical Informatics,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,"2D, 3D",No,Proof,Natkamon,Planar,Planar,No,Layout Algorithm,Yes,Diana Marin,"October 15, 2025 5:49 PM",,Exact (Proof),,Layout,Proof,,,Henry,SpringerLink,Periodic Planar Straight-Frame Drawings with Polynomial Resolution,,https://link.springer.com/chapter/10.1007/978-3-642-54423-1_15,LATIN 2014: Theoretical Informatics,Straight-Line Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-319-04657-0_31,,,,,,Khaled Mahmud ShahriarMd. Saidur Rahman,,Henry,Algorithms and Computation,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 2:05 PM",,,,,,,,Henry,SpringerLink,Bichromatic Point-Set Embeddings of Trees with Fewer Bends,,https://link.springer.com/chapter/10.1007/978-3-319-04657-0_31,Algorithms and Computation,,,2014,,
10.1007/978-3-319-13075-0_50,,,,,,Giordano Da LozzoVít JelínekJan KratochvílIgnaz Rutter,,Henry,Algorithms and Computation,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 2:05 PM",,,,,,,,Henry,SpringerLink,Planar Embeddings with Small and Uniform Faces,,https://link.springer.com/chapter/10.1007/978-3-319-13075-0_50,Algorithms and Computation,,,2014,,
10.1007/978-3-319-12691-3_8,,,,,,Yi-Jun ChangHsu-Chun Yen,,Henry,Combinatorial Optimization and Applications,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 2:04 PM",,,,,,,,Henry,SpringerLink,Rectilinear Duals Using Monotone Staircase Polygons,,https://link.springer.com/chapter/10.1007/978-3-319-12691-3_8,Combinatorial Optimization and Applications,,,2014,,
10.1007/978-3-319-04298-5_6,,,,,,Md. Jawaherul AlamMichael KaufmannStephen G. KobourovTamara Mchedlidze,,Henry,SOFSEM : Theory and Practice of Computer Science,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 2:04 PM",,,,,,,,Henry,SpringerLink,Fitting Planar Graphs on Planar Maps,,https://link.springer.com/chapter/10.1007/978-3-319-04298-5_6,SOFSEM 2014: Theory and Practice of Computer Science,,,2014,,
10.1007/978-3-319-07233-3_59,"Layout Stability, Mental Map Preservation, Smooth Transitions",Drawing,,,Agnostic,Martin SteigerHendrik Lücke-TiekeThorsten MayArjan KuijperJörn Kohlhammer,steiger_deterministic_2014,Henry,"Human-Computer Interaction Theories, Methods, and Tools",All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,Case Study,Natkamon,Dynamic,"Dynamic (Discrete), Simple Graph",No,Layout Algorithm,Yes,Velitchko Filipov,"October 15, 2025 1:42 PM",,Heuristic (projection),Heuristic,Layout,Algorithm,,,Henry,SpringerLink,Deterministic Local Layouts through High-Dimensional Layout Stitching,,https://link.springer.com/chapter/10.1007/978-3-319-07233-3_59,"Human-Computer Interaction. Theories, Methods, and Tools",Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-319-08016-1_10,,,,,,Md. Iqbal HossainMd. Saidur Rahman,,Henry,Frontiers in Algorithmics,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:58 PM",,,,,,,,Henry,SpringerLink,Monotone Grid Drawings of Planar Graphs,,https://link.springer.com/chapter/10.1007/978-3-319-08016-1_10,Frontiers in Algorithmics,,,2014,,
10.1007/978-3-319-08404-6_6,,,,,,Therese Biedl,,Sara,Algorithm Theory – SWAT,,,No,,No,,,,,No,,No,Sara Di Bartolomeo,"August 18, 2025 4:11 PM",,,,,,,,Henry,SpringerLink,Trees and Co-trees with Bounded Degrees in Planar 3-connected Graphs,,https://link.springer.com/chapter/10.1007/978-3-319-08404-6_6,Algorithm Theory – SWAT 2014,,,2014,,
10.1007/978-3-662-44043-8_2,,,,,,Miro SpönemannChristoph Daniel SchulzeUlf RüeggReinhard von Hanxleden,,Henry,Diagrammatic Representation and Inference,,,No,,No,,Henry,,,No,,No,Henry Ehlers,"October 4, 2025 12:43 PM",,,,,,,,Henry,SpringerLink,Counting Crossings for Layered Hypergraphs,,https://link.springer.com/chapter/10.1007/978-3-662-44043-8_2,Diagrammatic Representation and Inference,,,2014,,
10.1007/978-1-4614-6170-8_44,,,,,,Yifan Hu,,Henry,Encyclopedia of Social Network Analysis and Mining,,,No,,No,,Henry,,,No,,Yes,Henry Ehlers,"October 4, 2025 12:42 PM",,,,,Survey,,,Henry,SpringerLink,Visualization of Large Networks,,https://link.springer.com/rwe/10.1007/978-1-4614-6170-8_44,Encyclopedia of Social Network Analysis and Mining,,,2014,,
10.1007/978-3-662-43948-7_17,,,,,,Therese Biedl,,Henry,"Automata, Languages, and Programming",,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:56 PM",,,,,,,,Henry,SpringerLink,On Area-Optimal Planar Graph Drawings,,https://link.springer.com/chapter/10.1007/978-3-662-43948-7_17,"Automata, Languages, and Programming",,,2014,,
10.1007/978-3-642-54423-1_13,,,,,,Muhammad Jawaherul AlamMichael A. BekosMichael KaufmannPhilipp KindermannStephen G. KobourovAlexander Wolff,,Henry,LATIN : Theoretical Informatics,,,Yes,,No,,,,,No,,No,Diana Marin,"October 3, 2025 1:23 PM",,,,,,,,Henry,SpringerLink,Smooth Orthogonal Drawings of Planar Graphs,,https://link.springer.com/chapter/10.1007/978-3-642-54423-1_13,LATIN 2014: Theoretical Informatics,,,2014,,
10.1007/978-3-642-41281-3_7,,,,,,Andreas KerrenFalk Schreiber,,Henry,Approaches in Integrative Bioinformatics,,,No,,No,,Henry,,,No,,Yes,Henry Ehlers,"October 4, 2025 12:42 PM",,,,,Survey,,,Henry,SpringerLink,Network Visualization for Integrative Bioinformatics,,https://link.springer.com/chapter/10.1007/978-3-642-41281-3_7,Approaches in Integrative Bioinformatics,,,2014,,
10.1007/978-3-662-43948-7_11,,,,,,Patrizio AngeliniGiordano Da LozzoGiuseppe Di BattistaFabrizio FratiMaurizio PatrignaniVincenzo Roselli,,Henry,"Automata, Languages, and Programming",,,Yes,,No,,,,,No,,No,Diana Marin,"October 3, 2025 1:21 PM",,,,,,,,Henry,SpringerLink,Morphing Planar Graph Drawings Optimally,,https://link.springer.com/chapter/10.1007/978-3-662-43948-7_11,"Automata, Languages, and Programming",,,2014,,
10.1007/978-1-4614-7485-2_14,"Angular resolution, Crossing Angle Resolution, Edge Crossings, Edge Length Uniformity",Drawing,"Angular Resolution, Crossing Resolution, Edge Crossings, Edge Length",,Agnostic,Weidong Huang,huang_evaluating_2014,Henry,Handbook of Human Centric Visualization,,,No,2D,No,"Computational (Aesthetic), User Study (Quantitative)",Natkamon,,Simple Graph,Yes,None,Yes,Velitchko Filipov,"October 15, 2025 12:06 PM",,None,,Drawing,Survey,,,Henry,SpringerLink,Evaluating Overall Quality of Graph Visualizations Indirectly and Directly,,https://link.springer.com/chapter/10.1007/978-1-4614-7485-2_14,Handbook of Human Centric Visualization,Straight-Line Node-Link Diagram,Node-Link,2014,,
10.1007/978-1-4614-7485-2_17,"Memorization, Perceptual Effectiveness, Readability, Space Efficiency",Drawing,,,Agnostic,Michael BurchDaniel Weiskopf,,Henry,Handbook of Human Centric Visualization,,,Yes,2D,No,User Study (Quantitative),Natkamon,Dynamic,"Dynamic (unspecified), Hierarchical, Tree",No,None,Yes,Velitchko Filipov,"October 14, 2025 1:55 PM",,None,,None,Survey,,,Henry,SpringerLink,On the Benefits and Drawbacks of Radial Diagrams,,https://link.springer.com/chapter/10.1007/978-1-4614-7485-2_17,Handbook of Human Centric Visualization,"Circular Layout, Icicle Plot, Parallel Coordinates, Spiral Layout, Straight-Line Node-Link Diagram, Treemap","Node-Link, Space-Filling",2014,,
10.1007/978-3-319-04657-0_28,Bend Minimization,Drawing,Edge Bends,,Agnostic,Carla BinucciWalter Didimo,binucci_quasi-upward_2014,Henry,Algorithms and Computation,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Computational (Aesthetic), Computational (Run Time)",Natkamon,Planar,Planar,No,Layout Algorithm,Yes,Diana Marin,"October 15, 2025 5:49 PM",7420,"Exact (ILP), Heuristic (algorithm)","Exact, Heuristic",Layout,Algorithm,,,Henry,SpringerLink,Quasi-Upward Planar Drawings of Mixed Graphs with Few Bends: Heuristics and Exact Methods,,https://link.springer.com/chapter/10.1007/978-3-319-04657-0_28,Algorithms and Computation,Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-319-12340-0_5,,,,,,Nieke AertsStefan Felsner,,Henry,Graph-Theoretic Concepts in Computer Science,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:47 PM",,,,,,,,Henry,SpringerLink,Vertex Contact Graphs of Paths on a Grid,,https://link.springer.com/chapter/10.1007/978-3-319-12340-0_5,Graph-Theoretic Concepts in Computer Science,,,2014,,
10.1007/978-3-319-06793-3_1,,,,,,Andreas KerrenHelen C. PurchaseMatthew O. Ward,,Henry,Multivariate Network Visualization,,,No,,No,,Henry,,,No,,Yes,Henry Ehlers,"October 4, 2025 12:42 PM",,,,,Survey,,,Henry,SpringerLink,Introduction to Multivariate Network Visualization,,https://link.springer.com/chapter/10.1007/978-3-319-06793-3_1,Multivariate Network Visualization,,,2014,,
10.1007/978-3-662-44043-8_3,"Area, Edge Length Uniformity, Number of Crossings",Drawing,"Edge Crossings, Edge Length, Total Area",,Agnostic,Miro SpönemannBjörn DuderstadtReinhard von Hanxleden,sponemann_evolutionary_2014,Henry,Diagrammatic Representation and Inference,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Computational (Aesthetic), Computational (Run Time), User Study (Quantitative)",Natkamon,,Simple Graph,No,Layout Algorithm,Yes,Velitchko Filipov,"October 15, 2025 1:42 PM",,Heuristic (Evolutionary Algorithm),Heuristic,Layout,"Application, Evaluation",,,Henry,SpringerLink,Evolutionary Meta Layout of Graphs,,https://link.springer.com/chapter/10.1007/978-3-662-44043-8_3,Diagrammatic Representation and Inference,Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-662-44043-8_1,Stability,Drawing,,,"Agnostic, Metro Maps",Daniel ChiversPeter Rodgers,chivers_octilinear_2014,Henry,Diagrammatic Representation and Inference,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Looking at Pictures, User Study (Quantitative)",Henry,Dynamic,Dynamic (unspecified),No,Layout Algorithm,Yes,Velitchko Filipov,"October 15, 2025 1:42 PM",3,Heuristic (force-directed),Heuristic,Layout,"Evaluation, Method",,,Henry,SpringerLink,Octilinear Force-Directed Layout with Mental Map Preservation for Schematic Diagrams,,https://link.springer.com/chapter/10.1007/978-3-662-44043-8_1,Diagrammatic Representation and Inference,"Metro Map, Octolinear Node-Link Diagram",Node-Link,2014,,28-42
10.1007/978-88-7642-525-7_5,,,,,,Jiří Matoušek,,Henry,"Geometry, Structure and Randomness in Combinatorics",,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:44 PM",,,,,,,,Henry,SpringerLink,String graphs and separators,,https://link.springer.com/chapter/10.1007/978-88-7642-525-7_5,"Geometry, Structure and Randomness in Combinatorics",,,2014,,
10.1007/978-3-319-06686-8_5,,,,,,Saeed Akhoondian AmiriAli GolshaniStephan KreutzerSebastian Siebertz,,Henry,Computer Science - Theory and Applications,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:42 PM",,,,,,,,Henry,SpringerLink,Vertex Disjoint Paths in Upward Planar Graphs,,https://link.springer.com/chapter/10.1007/978-3-319-06686-8_5,Computer Science - Theory and Applications,,,2014,,
10.1007/978-3-662-44043-8_4,Bends,Edge,Edge Bends,,Agnostic,Kim MarriottPeter J. StuckeyMichael Wybrow,marriott_seeing_2014,Henry,Diagrammatic Representation and Inference,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,Yes,2D,No,"Computational (Run Time), Proof",Henry,,Simple Graph,No,Edge Routing,Yes,Velitchko Filipov,"October 14, 2025 1:31 PM",,Exact (Proof),,Drawing,"Algorithm, Proof",,,Henry,SpringerLink,Seeing Around Corners: Fast Orthogonal Connector Routing,,https://link.springer.com/chapter/10.1007/978-3-662-44043-8_4,Diagrammatic Representation and Inference,Orthogonal Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-319-06793-3_10,,,,,,T. J. Jankun-KellyTim DwyerDanny HoltenChristophe HurterMartin NöllenburgChris WeaverKai Xu,,Henry,Multivariate Network Visualization,,,No,,No,,Henry,,,No,,Yes,Henry Ehlers,"October 3, 2025 4:43 PM",,,,,Survey,,,Henry,SpringerLink,Scalability Considerations for Multivariate Graph Visualization,,https://link.springer.com/chapter/10.1007/978-3-319-06793-3_10,Multivariate Network Visualization,,,2014,,
10.1007/978-3-319-09174-7_22,"Area, Node-node overlap, Total Edge Length",Drawing,"Edge Length, Overlap, Total Area",,Agnostic,Kārlis FreivaldsJans Glagoļevs,freivalds_graph_2014,Henry,Combinatorial Optimization,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,"Computational (Aesthetic), Computational (Run Time), Looking at Pictures",Henry,Tree,"Simple Graph, Tree",No,"Edge Routing, Layout Algorithm, Layout Refinement",Yes,Diana Marin,"October 15, 2025 5:42 PM",,Heuristic (greedy),Heuristic,"Drawing, Layout","Algorithm, Comparison, Evaluation",,,Henry,SpringerLink,Graph Compact Orthogonal Layout Algorithm,,https://link.springer.com/chapter/10.1007/978-3-319-09174-7_22,Combinatorial Optimization,Orthogonal Node-Link Diagram,Node-Link,2014,,
10.1007/978-3-319-13704-9_21,,,,,,Steffen LohmannStefan NegruFlorian HaagThomas Ertl,,Henry,Knowledge Engineering and Knowledge Management,,,Yes,,No,,,,,No,,No,Diana Marin,"September 26, 2025 4:28 PM",,,,,,,,Henry,SpringerLink,VOWL 2: User-Oriented Visualization of Ontologies,,https://link.springer.com/chapter/10.1007/978-3-319-13704-9_21,Knowledge Engineering and Knowledge Management,,,2014,,
10.1007/978-3-319-11653-2_32,Layout Size,Drawing,,,UML Drawings,Harald Störrle,storrle_impact_2014,Henry,Model-Driven Engineering Languages and Systems,All Items (https://www.notion.so/All-Items-28801d52e4ad80efa045f64f76ffd1d9?pvs=21),,No,2D,No,User Study (Quantitative),Henry,,Simple Graph,Yes,None,Yes,Velitchko Filipov,"October 14, 2025 1:31 PM",,None,,None,Evaluation,,,Henry,SpringerLink,On the Impact of Layout Quality to Understanding UML Diagrams: Size Matters,,https://link.springer.com/chapter/10.1007/978-3-319-11653-2_32,Model-Driven Engineering Languages and Systems,Orthogonal Node-Link Diagram,Node-Link,2014,,
10.1007/978-1-4614-7485-2_20,,,,,,Cathleen McGrathJim BlytheDavid Krackhardt,,Henry,Handbook of Human Centric Visualization,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:37 PM",,,,,,,,Henry,SpringerLink,Visualizing Multiple Levels and Dimensions of Social Network Properties,,https://link.springer.com/chapter/10.1007/978-1-4614-7485-2_20,Handbook of Human Centric Visualization,,,2014,,
10.1007/978-3-319-04126-1_6,,,,,,Shaheena SultanaMd. Saidur RahmanArpita RoySuraiya Tairin,,Henry,Applied Algorithms,,,No,,No,,,,"Diagonal Grid Graph, Maximal Outer 1-Planar Graph, Pseudo Double Wheel 1-Planar Graph, Recursive Quadrangle 1-Planar Graph",No,,No,Henry Ehlers,"October 3, 2025 4:30 PM",,,,,,,,Henry,SpringerLink,Bar 1-Visibility Drawings of 1-Planar Graphs,,https://link.springer.com/chapter/10.1007/978-3-319-04126-1_6,Applied Algorithms,Bar 1-Visibility Drawing,,2014,,
10.1007/978-3-642-27848-8_656-1,,,,,,David R. Wood,,Henry,Encyclopedia of Algorithms,,,No,,No,,Henry,,,No,,Yes,Henry Ehlers,"October 3, 2025 4:24 PM",,,,,Survey,,,Henry,SpringerLink,Three-Dimensional Graph Drawing,,https://link.springer.com/rwe/10.1007/978-3-642-27848-8_656-1,Encyclopedia of Algorithms,,,2014,,
10.1007/978-1-4614-6170-8_382,,,,,,Faraz ZaidiChris MuelderArnaud Sallaberry,,Henry,Encyclopedia of Social Network Analysis and Mining,,,No,,No,,Henry,,,No,,Yes,Henry Ehlers,"October 3, 2025 4:23 PM",,,,,Survey,,,Henry,SpringerLink,Analysis and Visualization of Dynamic Networks,,https://link.springer.com/rwe/10.1007/978-1-4614-6170-8_382,Encyclopedia of Social Network Analysis and Mining,,,2014,,
10.1007/s13278-014-0182-8,,,,,,D. B. SkillicornQ. ZhengC. Morselli,,Henry,Social Network Analysis and Mining,,,Yes,,No,,,,,No,,No,Henry Ehlers,"October 3, 2025 4:23 PM",,,,,,,,Henry,SpringerLink,Modeling dynamic social networks using spectral embedding,,https://link.springer.com/article/10.1007/s13278-014-0182-8,Social Network Analysis and Mining,,,2014,,
10.1007/s00493-014-2942-5,,,,,,Andrew Suk,,Henry,Combinatorica,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:34 PM",,,,,,,,Henry,SpringerLink,Coloring intersection graphs of <i>x</i>-monotone curves in the plane,,https://link.springer.com/article/10.1007/s00493-014-2942-5,Combinatorica,,,2014,,
10.1007/s11590-014-0776-0,,,,,,Maryam TahmasbiNarges Mirehi,,Henry,Optimization Letters,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:32 PM",,,,,,,,Henry,SpringerLink,Thick non-crossing paths in a polygonal domain,,https://link.springer.com/article/10.1007/s11590-014-0776-0,Optimization Letters,,,2014,,
10.1186/1471-2105-15-201,,,,,,Kasper DinklaMohammed El-KebirCristina-Iulia BucurMarco SideriusMartine J SmitMichel A WestenbergGunnar W Klau,,Henry,BMC Bioinformatics,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:34 PM",,,,,,,,Henry,SpringerLink,eXamine: Exploring annotated modules in networks,,https://link.springer.com/article/10.1186/1471-2105-15-201,BMC Bioinformatics,,,2014,,
10.1007/s00453-014-9922-4,,,,,,Tanja HartmannJonathan RollinIgnaz Rutter,,Henry,Algorithmica,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:31 PM",,,,,,,,Henry,SpringerLink,Regular Augmentation of Planar Graphs,,https://link.springer.com/article/10.1007/s00453-014-9922-4,Algorithmica,,,2014,,
10.1007/s10878-014-9786-1,,,,,,Yann DisserJannik Matuschke,,Henry,Journal of Combinatorial Optimization,,,No,,Yes,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:31 PM",,,,,,,,Henry,SpringerLink,Degree-constrained orientations of embedded graphs,,https://link.springer.com/article/10.1007/s10878-014-9786-1,Journal of Combinatorial Optimization,,,2014,,
10.1007/s10114-014-4017-3,,,,,,Július CzapDávid HudákTomáš Madaras,,Henry,"Acta Mathematica Sinica, English Series",,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:30 PM",,,,,,,,Henry,SpringerLink,Joins of 1-planar graphs,,https://link.springer.com/article/10.1007/s10114-014-4017-3,"Acta Mathematica Sinica, English Series",,,2014,,
10.1140/epjds/s13688-014-0027-8,,,,,,Przemyslaw A GrabowiczLuca Maria AielloFilippo Menczer,,Henry,EPJ Data Science,,,Yes,,No,,,,,No,,No,Diana Marin,"October 3, 2025 1:21 PM",,,,,,,,Henry,SpringerLink,Fast filtering and animation of large dynamic networks,,https://link.springer.com/article/10.1140/epjds/s13688-014-0027-8,EPJ Data Science,,,2014,,
10.1007/978-3-319-15612-5_29,,,,,,Md. Iqbal HossainShaheena SultanaNazmun Nessa MoonTahsina HashemMd. Saidur Rahman,,Henry,WALCOM: Algorithms and Computation,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:29 PM",,,,,,,,Henry,SpringerLink,On Triangle Cover Contact Graphs,,https://link.springer.com/chapter/10.1007/978-3-319-15612-5_29,WALCOM: Algorithms and Computation,,,2015,,
10.1007/978-3-319-21840-3_25,,,,,,Peter EadesSeok-Hee HongGiuseppe LiottaNaoki KatohSheung-Hung Poon,,Henry,Algorithms and Data Structures,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:28 PM",,,,,,,,Henry,SpringerLink,Straight-Line Drawability of a Planar Graph Plus an Edge,,https://link.springer.com/chapter/10.1007/978-3-319-21840-3_25,Algorithms and Data Structures,,,2015,,
10.1007/978-3-319-15612-5_22,,,,,,Franz J. BrandenburgNiklas HeinsohnMichael KaufmannDaniel Neuwirth,,Henry,WALCOM: Algorithms and Computation,,,No,,No,,,,,No,,No,Henry Ehlers,"August 25, 2025 1:29 PM",,,,,,,,Henry,SpringerLink,"On Bar (1,j)-Visibility Graphs",,https://link.springer.com/chapter/10.1007/978-3-319-15612-5_22,WALCOM: Algorithms and Computation,,,2015,,
